,title,dj_name,dj_id,spins,avg_danceability,avg_energy,avg_loudness,avg_acousticness,avg_instrumentalness,avg_valence,avg_tempo,avg_duration_ms,avg_time_signature,genre_1,genre_2,genre_3
89,insufferable art house cinema soundtrack,Jack Landau,163178,339,0.4931598820059001,0.5784613569321536,-10.378415929203545,0.35021082946902654,0.4304860682300887,0.43997846607669605,119.08846902654878,227224.90265486727,3.8731563421828907,Dream Pop,Indie Pop,Indie Rock
90,just a kid,Kaela Coil,169400,42,0.5662142857142859,0.546642857142857,-9.037690476190479,0.3300909523809523,0.1464708180952381,0.41790714285714275,112.9165238095238,217518.97619047618,3.9523809523809526,Piano Rock,Post-Britpop,Pop Rock
91,niche internet microcelebrity,Grace Fetters,168886,101,0.6193663366336631,0.6411980198019805,-6.8397722772277225,0.25858905940594074,0.02287038534653467,0.4743673267326732,119.0919900990099,214400.08910891088,3.9405940594059405,Dance-Pop,Contemporary R&B,Singer-Songwriter
92,off ur rocker,Molly Szymanski,164838,407,0.5476805896805897,0.5538162162162165,-9.722223587223592,0.39561826658476645,0.1805592445208845,0.5401545454545453,116.38086486486473,227191.29484029484,3.941031941031941,Singer-Songwriter,Indie Pop,Psychedelic Pop
93,paper route,Claire Gearan,164727,67,0.5982388059701491,0.616776119402985,-7.665388059701493,0.26960117611940304,0.11937864880597013,0.4763492537313433,120.45617910447761,221583.05970149254,3.955223880597015,Electropop,Synthpop,Art Pop
94,pink diamond,micslayla,164810,167,0.5223005988023952,0.6089107784431136,-8.421299401197608,0.2641061962275447,0.16006327610778448,0.4388568862275451,120.57111377245513,218578.95209580837,3.904191616766467,Singer-Songwriter,Art Pop,Pop Rock
95,press one to connect,Daryl Perry,169592,33,0.6166969696969697,0.6021212121212123,-7.4955757575757564,0.27928531818181823,0.03788107424242425,0.5047727272727273,114.40651515151511,198325.42424242425,3.9393939393939394,Contemporary R&B,Alternative R&B,Electropop
96,rabies reloaded,Alivia Saunders,164753,171,0.523204678362573,0.590167777777778,-8.74583625730994,0.34704539824561415,0.1654002486549708,0.4879233918128656,122.5637076023392,228622.92397660817,3.9473684210526314,Indie Rock,Singer-Songwriter,Indie Pop
97,remember when,Parker Leipzig,164768,115,0.5741913043478261,0.5965147826086956,-8.14391304347826,0.3074745652173914,0.04846882660869567,0.48966695652173914,124.32121739130442,227363.1652173913,3.9043478260869566,Pop Rock,Singer-Songwriter,Country Pop
98,screech,jess,164975,245,0.3676404081632652,0.9161020408163271,-4.7952204081632654,0.013237572285714283,0.17406317853061215,0.3384453061224491,128.6440081632653,168742.09795918368,3.946938775510204,Post-Hardcore,Hardcore Punk,Metalcore
99,serotonin boost,Meghna,164817,182,0.6615549450549446,0.6291593406593409,-7.649543956043958,0.24804047802197804,0.014231719175824173,0.6274109890109894,115.98087362637371,202554.21978021978,3.9505494505494507,Dance-Pop,Pop Rock,Pop Soul
100,slow fever,Elaine Gao,165194,122,0.5442049180327868,0.5673540983606558,-7.76250819672131,0.39036890983606526,0.10348774540983607,0.4301221311475407,123.89573770491796,241177.2868852459,3.9098360655737703,Indie Pop,Mandopop,K-Pop
101,spill the beans,Taneen Momeni,164691,38,0.6839736842105264,0.6783684210526316,-5.973315789473685,0.15499152631578944,0.004851674736842106,0.5294210526315791,116.30423684210525,201284.18421052632,3.8947368421052633,Contemporary R&B,Dance-Pop,Pop Rap
102,the deep genre dive,connor mayers,164966,132,0.4613431818181818,0.4991303030303029,-11.401893939393945,0.442747059090909,0.3736921097727271,0.3860378787878789,118.90200757575757,282683.5606060606,3.9696969696969697,Alt-Country,Singer-Songwriter,Twee Pop
103,wall of sound,Cecilia Hu,165200,132,0.558128787878788,0.6013181818181816,-8.788212121212126,0.26296222651515144,0.14961473681818183,0.5462787878787877,126.62275757575762,241702.71212121213,3.9166666666666665,Indie Pop,Indie Rock,Dream Pop
104,wintersprout farms,Samira Mudd,165197,183,0.6278196721311472,0.6197590163934427,-7.391398907103827,0.32674792349726794,0.0228406568852459,0.5752579234972675,121.07358469945352,200107.19672131148,3.8852459016393444,Indie Pop,Indie Rock,Bedroom Pop
105,ya like jazz?,Akash,165474,154,0.5191753246753246,0.4397361038961037,-11.51127272727273,0.6173780285714282,0.39660380227272757,0.42325779220779225,115.73077922077925,289306.0714285714,3.896103896103896,Jazz,Bebop,Cool Jazz
