artist,genres
Cher & Beavis and Butt-Head,Pop/Folk Pop/Baroque Pop
Chamaco Rivera Y Su Orquesta,Plena/Pachanga
Chamaco Rivera,Not Found
Chaka Khan,Contemporary R&B/Disco/Synth Funk
Chad VanGaalen,Indie Rock/Neo-Psychedelia/Indie Pop
Central Cee,UK Drill/UK Hip Hop/Pop Rap
Celia Cruz,Salsa/Son cubano/Latin Pop
Celeste,Not Found
Ceephax Acid Crew,Acid Techno/Drill and Bass/Acid House
CeeLo Green,Pop Soul/Southern Hip Hop/Contemporary R&B
Cecilia Gault,Not Found
Cecile Believe,Synthpop
Cecil Alexander,Not Found
CeCe Peniston,Garage House/Dance-Pop/Diva House
Cayucas,Indie Pop/Sunshine Pop
Cautious Clay,Alternative R&B
Causa Sui,Psychedelic Rock/Jam Band/Stoner Rock
Caterina Caselli,Italo Pop/Beat Music
Chance Thrash,Not Found
Chandler Juliet,Not Found
Chanel Beads,Not Found
Charlotte Gainsbourg,Indie Pop/Synthpop/Art Pop
Cheo Feliciano,Salsa
Cheb Mami & Sting,Rai/Pop Rai
Cheat Codes,Dance-Pop/Electropop/Tropical House
Chayanne,Latin Pop/Cancion melodica/Adult Contemporary
Chavez,Post-Hardcore/Indie Rock
Chase Atlantic,Alternative R&B/Electropop/Emo Rap
Charmer,Not Found
Charlotte Adigéry,Synthpop/Art Pop/Electropop
Chaos In the CBD,Deep House/Acid House
Charlie Puth & Jung Kook,Dance-Pop/Pop Soul/Funktronica
Charlie Cruz,Big Band
Charlie Cardona,Not Found
Charley Pride,Country/Nashville Sound/Country Gospel
Charley Patton,Delta Blues/Country Blues
Charles Gerhardt & National Philharmonic Orchestra,Not Found
Charles Bradley,Soul/Deep Soul/Southern Soul
Buffalo,Hard Rock/Heavy Psych
Buckshot & oscar18,Witch House/Trap/Drill
Beirut,Indie Folk/Chamber Pop/Indie Pop
Bilmuri,Alternative Rock/Pop Rock/Post-Hardcore
Billy Ray Cyrus,Contemporary Country/Country Pop/Country Rock
Billy Paul,Not Found
Billy Garner,Funk/Soul/Southern Soul
Billy Bragg,Singer-Songwriter/Folk Rock/British Folk Rock
Billo's Caracas Boys,Merecumbo/Hispanic American Music
Billianne,Not Found
Bill Medley & Jennifer Warnes,Blue-Eyed Soul
Bill Kirchen,Country/Truck Driving Country
Bill Haley and His Comets,Rock & Roll/Rockabilly
Bileo,Disco
Biig Piig,Alternative R&B/Electropop/Dancefloor Drum and Bass
Big Shaq,UK Drill/UK Hip Hop/Comedy Rap
Big Scenic Nowhere,Stoner Rock
Big Pun,East Coast Hip Hop/Boom Bap/Gangsta Rap
Big Joanie,Post-Punk/Indie Rock/Slacker Rock
Big Daddy Love,Not Found
Big D and the Kids Table,Ska Punk/Third Wave Ska
Billy Taylor and the Teardrops,Not Found
Binky Griptite,Not Found
Blakey,Not Found
Birdy,Not Found
Blake Mills,Not Found
Blake Babies,Jangle Pop/Indie Pop
"Bladee,Ecco2k",Cloud Rap/Trap/Emo Rap
Bladee & Mechatok,Cloud Rap/Trap/Emo Rap
Blackfoot,Hard Rock/Southern Rock/Blues Rock
BlackWaters,Not Found
Black Tie Event,Not Found
Black Star,Not Found
Black Polish,Not Found
Black Mountain,Psychedelic Rock/Stoner Rock/Indie Rock
Black Kids,Indie Pop/Indie Rock
Black Dresses,Electro-Industrial/Industrial Metal/Post-Industrial
Black Box Recorder,Indie Pop
Björk Mit Funkstorung,IDM/Glitch Hop
"Bizarrap,Quevedo",Not Found
Bizarrap & Villano Antillano,Not Found
Bizarrap & Ptazeta,Not Found
Big City Bumpus,Not Found
Big Cheese,Hardcore Punk
Big Brother & The Holding Company,Not Found
Big Boy,Not Found
Benzz,Sample Drill/UK Drill
Bent Blue,Melodic Hardcore
Benoît Pioulard,Dream Pop/Ambient/Singer-Songwriter
Benny Sings,Sophisti-Pop/Indie Pop/Bedroom Pop
"Benny Benassi, The Biz",Not Found
Benjamin Tod,Not Found
Benjamin Gibbard,Indie Folk/Indie Pop
Benjamin Bratt,Not Found
Ben Von Wildenhaus,Not Found
Ben Platt,Pop/Singer-Songwriter/Pop Rock
Ben Lee,Indie Pop/Singer-Songwriter/Folk Pop
Ben Folds,Piano Rock/Novelty/Musical Parody
Ben E. King,Pop Soul/Soul/Rhythm & Blues
Beloved,Post-Hardcore
Belly,Alternative Rock/Dream Pop/Indie Rock
Belinda Carlisle,Pop/Pop Rock/Adult Contemporary
Belaganas,Not Found
Bepo,Not Found
Berklee Bruno Mars Ensemble,Jazz Fusion/Jazz
Berlin,Synthpop/New Wave/Hi-NRG
Beth Orton,Singer-Songwriter/Folk Pop/Folk Rock
Beulah,Indie Pop/Power Pop/Slacker Rock
Between You & Me,Not Found
Between Thorns,Not Found
Bettye Swann,Soul/Southern Soul
Better Oblivion Community Center,Indie Rock
Betsy Brye,Traditional Pop
"Bethel Music, Jenn Johnson",Not Found
Beth Hart & Joe Bonamassa,Blues Rock/Pop Rock/Hard Rock
Berlin Philharmonic & Herbert von Karajan,Not Found
Beth Hart,Blues Rock/Pop Rock/Hard Rock
"Beth Blankenship, Judy Kuhn & Mandy Gonzalez",Not Found
Beta Max,Neue Deutsche Welle
Best Coast,Indie Pop/Indie Surf/Noise Pop
"Bernie Worrell, Chops Horns",Not Found
Bernardo Mota,Not Found
Berlin Philharmonic & Sir Simon Rattle,Not Found
Blake Shelton,Contemporary Country/Bro-Country/Country Pop
Blanco Y Negro,Not Found
Bryann,Not Found
Bridging Electricity - Lost Legion - Bridging Electricity,Not Found
Brian Crain,Modern Classical/New Age
Brett Dennen,Singer-Songwriter/Folk Pop/Folk Rock
Brenda Lee,Pop/Country Pop/Rock & Roll
Brenda Devlin,Not Found
Bren Joy,Not Found
Bree Runway,Pop Rap/Electropop/Contemporary R&B
Bread & Butter,Soft Rock/Pop Rock/Baroque Pop
Brandy & Monica,Contemporary R&B/Hip Hop Soul/Dance-Pop
Brand 307,Acid Jazz/Neo-Soul/Jazz-Funk
Brainstorm,Not Found
Brady,Not Found
Brad stank,Not Found
Brad Paisley,Contemporary Country/Country Pop/Country
Brad Goodall,New Age/Andean New Age/Celtic New Age
Bracewar,Hardcore Punk
Boyz II Men,Contemporary R&B/New Jack Swing/Smooth Soul
Boyz & Girl,Not Found
Brian Wilson,Baroque Pop/Sunshine Pop/Progressive Pop
Bridgit Mendler,Teen Pop/Alternative R&B/Alt-Pop
Bleached,Not Found
Brijs,Not Found
Bryan Adams,Not Found
"Bruno Coulais, Mathilde Pellegrini, Laurent Petitgirard, Hungrarian Symphony Orchestra Budapest, HÃ©lÃ¨ne Breschand",Not Found
Bruiser and Bicycle,Psychedelic Folk
Bruiser,Not Found
Bruce Wall,Not Found
Bruce McCulloch,Comedy Rock
Bruce Lee Band,Ska Punk/Ska
Bruce Ditmas,Not Found
Bruce Adler,Not Found
Bru-C,Drum and Bass/Bassline/UK Hip Hop
Brothertiger,Chillwave/Synthpop
Brook Benton,Country Soul/Soul/Pop
Bronze,City Pop
Bronski Beat,Synthpop/Dance-Pop
Broken Heroes - Mystic Force - The Eternal Quest,Oi!
Broadside,Not Found
Bring Me The Horizon,Alternative Rock/Metalcore/Post-Hardcore
Boyscott,Indie Rock/Indie Pop
Boys Under the Moon,House
Botnek,Bass House
Botch,Mathcore/Metalcore
Blurt,Post-Punk/Art Punk
Blues Traveler,Blues Rock/Rock/Pop Rock
Blueboy,Twee Pop/Jangle Pop/Dream Pop
Blue Dahlia,Not Found
Bloxx,Indie Rock/Alternative Rock
Bloom,Grime/UK Bass
Bloodz Boi & Quit Life,Cloud Rap/Trap/Alternative R&B
Bloodwine - Skelator - Blood Empire,Not Found
Bloodhound Gang,Comedy Rock/Rap Rock/Dance-Pop
Blitzen Trapper,Folk Rock/Alt-Country/Americana
Blinkie,Not Found
Blind Willie Johnson,Acoustic Texas Blues/Traditional Black Gospel
Blind Pilot,Indie Folk/Indie Pop
Blind Lemon Jefferson,Acoustic Texas Blues/Country Blues/Christmas Music
Blind Boy Fuller,Piedmont Blues/Country Blues
Blind Blake,Piedmont Blues/Ragtime/Country Blues
Blend,Not Found
BoDeans,Pop Rock/Power Pop/Roots Rock
Bob Dylan & Johnny Cash,Singer-Songwriter/Contemporary Folk/Folk Rock
"Bobby ""Boris"" Pickett, The Crypt-Kickers",Halloween Music/Novelty/Rock & Roll
Bon Jovi & Jennifer Nettles,Hard Rock/Pop Rock/Glam Metal
Boston Manor,Alternative Rock/Post-Hardcore
Bootychaaain,Trap/Southern Hip Hop/Cloud Rap
Book of Love,Synthpop
Bonny Doon,Folk Rock/Indie Rock
Bonnie Tyler,Pop Rock/Pop/AOR
Bonnie Kemplay,Pop Rock/Pop/AOR
Bone Slim & droppedmilk,Not Found
Bon Jovi,Hard Rock/Pop Rock/Glam Metal
Bobby Bear,Not Found
Bombay Bicycle Club,Indie Pop/Indie Rock/Indie Folk
Bolla Afrikan Basement,Funky House/Dance-Pop/House
Bogdan Raczynski,IDM/Drill and Bass/Breakcore
Bobby Womack,Soul/Southern Soul/Funk
Bobby Weir & Wolf Bros,Contemporary Folk/Country Rock
Bobby V.; Ludacris,Contemporary R&B
Bobby Shmurda,Gangsta Rap/East Coast Hip Hop/Trap
Goth Babe,Dream Pop
Gotts Street Park,Not Found
"Grace City,Kenzie McGinnis",Not Found
Marion Raw,Not Found
Marine Girls,Twee Pop/Indie Pop/Neo-Acoustic
Marina & The Diamonds,Not Found
Mariko Tone,City Pop
Marika Hackman,Indie Folk/Indie Rock/Singer-Songwriter
Marijata,Afro-Funk
Marietta,Not Found
Marianas Trench,Pop Rock/Emo-Pop/Electropop
"Marialy Pacheco,Sebastian Nickoll",Not Found
"Marialy Pacheco,Nils Wülker",Not Found
Mariah the Scientist,Alternative R&B/Synthpop
Mariah,Art Pop/New Wave/Progressive Rock
Maria Muldaur,Singer-Songwriter/Blues/Vocal Jazz
Maria Chiara Argirò,Not Found
Margaritas Podridas,Shoegaze/Grunge
Mareux,Darkwave/Minimal Wave/Coldwave
Marcus D,Instrumental Hip Hop/Hip Hop/Jazz Rap
Marcos Valle,Boogie/Bossa nova/MPB
Marion McPherson,Ska/Pop Reggae
Mark Korven,Film Score/Dark Ambient
Marc Benjamin,Not Found
Mark Ronson & Amy Winehouse,Synth Funk/Dance-Pop/Pop Soul
Mathematik,Boom Bap
Matchbox Twenty,Pop Rock/Post-Grunge/Alternative Rock
Master KG,Gqom
Masta Ace,East Coast Hip Hop/Boom Bap/Hardcore Hip Hop
Mashrou' Leila,Chamber Pop/Indie Rock/Arabic Pop
Masayoshi Soken,Video Game Music
Masataka Matsutoya,Not Found
Masakatsu Takagi,Neoclassical New Age/Ambient/Glitch
Masahito Arai,Not Found
María Isabel,Not Found
Maryanne Ito,Not Found
Martin O'Donnell,Not Found
Martin Luther King Jr.,Speeches/Spoken Word
Martin Jones,Impressionism/Classical Period
Martin Denny,Exotica/Lounge/Hawaiian Music
Marko,Not Found
Mark Ronson featuring Amy Winehouse,Pop Soul/Soul/Neo-Soul
Marco Beltrami,Film Score/Film Soundtrack/Cinematic Classical
Many Voices Speak,Not Found
Grace Ives,Synthpop/Indietronica
Maggie Lindemann,Pop Rock/Pop Punk/Electropop
Mae Muller,Not Found
"Madvillain, Madlib & MF DOOM",Abstract Hip Hop
"Madonna, Adamant",Dance-Pop/Pop/Electropop
Madlib,Instrumental Hip Hop/West Coast Hip Hop/Hip Hop
Madcon,Dance-Pop/Hip Hop/Pop Rap
Mad Zoo,Not Found
Macseal,Midwest Emo
"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz",Pop Rap/Political Hip Hop
Macklemore & Ryan Lewis,Pop Rap/Political Hip Hop
Macklemore,Pop Rap/Political Hip Hop
Macintosh Plus,Not Found
Machine Gun Kelly,Not Found
"Mabel,Tiesto",Dance-Pop/Big Room House/Electropop
Maasho,Tech House/Deep House
MaHa,Not Found
"""Blue"" Gene Tyranny",Progressive Pop/Art Pop/Modern Classical
MUTEMATH,Alternative Rock/Art Rock/Synthpop
"Maffio, La Perversa & Yomel El Meloso",Not Found
Magic Man,Indie Pop/Synthpop
Mantra Machine,Stoner Rock/Space Rock
Magic Tramps,Not Found
Manian,Not Found
Maniac,Hardcore Punk
Manfred Mann's Earth Band,Progressive Rock/Pop Rock/AOR
Mandy Moore,Teen Pop/Pop/Pop Rock
Man of Leisure,Not Found
Mamoru Miyano,J-Pop
Malvina Reynolds,Contemporary Folk
Malo Malo Band,Comedy Rock/Psychedelic Pop/Music Hall
Malibu,Ambient/Ambient Pop/Ambient Trance
Malarkey,Not Found
Makám,Hungarian Folk Music
"Maky Lavender, DJ UNPIER & Kenan Belzner",Not Found
"Makar,Tiesto",Dance-Pop/Big Room House/Electropop
Major Lazer,Dance-Pop/Dancehall/Electropop
"Mahmoud Ahmed,Imperial Bodyguard Band",Not Found
Magnolia Park,Pop Punk
Magnapop,Alternative Rock/Power Pop
Matisyahu,Reggae/Pop Reggae/Alternative Rock
Matt Berninger,Chamber Pop/Singer-Songwriter/Indie Rock
Matt Champion,Alternative R&B/Pop Rap/Hardcore Hip Hop
Milk,Not Found
Miles Davis Quintet,Not Found
Mildlife,Jazz-Funk/Psychedelic Rock/Disco
Mike Krol,Slacker Rock/Garage Rock/Garage Punk
Mike,Not Found
Miharu Koshi,Techno kay/Art Pop/Synthpop
Migos,Trap/Southern Hip Hop/Pop Rap
Midtown,Pop Punk
Midland,Deep House/House/Tech House
Mickey Taveras,Not Found
Mick Jagger & John Lennon,Pop Rock/Rock/Funk Rock
Michigander,Indie Rock
Michelle,Contemporary R&B
Michael Yonkers,Singer-Songwriter/Psychedelic Folk/Folk Pop
Michael Sembello,Yacht Rock/Synthpop/AOR
Michael Joncas,Not Found
Michael Hedges,Acoustic Rock/New Age/Chamber Folk
Michael Gray,Funky House/Dance-Pop
"Miles Davis, Robert Glasper & Bilal",Neo-Soul/Nu Jazz/Jazz Rap
Milky Chance,Folktronica/Indie Pop/Indie Folk
Matt Costa,Singer-Songwriter/Folk Pop/Folk Rock
Millenium,Progressive Rock/Neo-Prog
Mirovia,Not Found
Miriam Makeba,Marabi/Mbube/African Folk Music
Miranda Lambert,Contemporary Country/Country Pop/Pop Rock
Mirah & Ginger Brooks Takahashi,Singer-Songwriter/Indie Pop/Art Pop
Miracle Workers,Garage Rock
Mira Calix,Glitch
Mioko Yamaguchi,Techno kay/City Pop/Art Pop
Mio,Not Found
Mint Green,Not Found
Minor Threat,Hardcore Punk
Minnie Riperton,Smooth Soul/Pop Soul/Funk
Miniature Tigers,Indie Pop
Minhwi Lee,Not Found
Mineral,Midwest Emo
Mind’s Eye,Pop Rap
Mindchatter,Not Found
Milton Nascimento,MPB/Avant-Folk/Singer-Songwriter
Michael Giacchino,Film Score/Cinematic Classical/Television Music
Michael Galasso,Not Found
"Michael Franti & Spearhead, Cherine Tanya Anderson",Pop Rock/Smooth Soul
Michael Farneti,Pop
McFadden & Whitehead,Turntablism/Instrumental Hip Hop/Abstract Hip Hop
McBusted,Pop Rock/Pop Punk
Mc Teuzin PV,Not Found
Mayorkun,Afrobeats
Maylee Todd,Not Found
Maya Delilah,Not Found
Max Torres,Not Found
Max Frost,Indie Pop/Pop Rock
Max Elto,Not Found
Max Cooper,IDM/Techno/Tech House
Maurice McGee,Italo-Disco
Maul,Death Metal
Mattilo,Hip Hop
Matthew Sweet,Power Pop/Jangle Pop/Singer-Songwriter
Matt Martians,Neo-Soul/Neo-Psychedelia/Alternative R&B
Matt Maltese,Singer-Songwriter/Indie Pop/Piano Rock
Matt Maeson,Pop Rock
McFly,Pop Rock/Power Pop/Electropop
Mdou Moctar,Tishoumaren/Psychedelic Rock/Psychedelic Folk
Mean Red Spiders,Shoegaze
Men Without Hats,Synthpop/Dance-Pop/New Wave
"Michael Calfan,Martin Solveig,KREAM",Tropical House/Festival Progressive House/Dance-Pop
Miami Horror,Synthpop/Nu-Disco/Electropop
Metro Station,Pop Rock/Dance-Pop/Electropop
Metro Boomin,Trap
Merle Travis,Traditional Country/Western Swing/Country
Merchant Ships,Midwest Emo/Screamo
Menahan Street Band,Funk
Memphis Soul,Not Found
Meeco,Not Found
Memphis Minnie,Country Blues/Acoustic Chicago Blues/Blues
Melt,Not Found
Melodiesinfonie,Instrumental Hip Hop/Nu Jazz
Mellow & Sleazy,Not Found
Meitei,Tape Music/Plunderphonics/Ambient
Meiko,Indie Pop/Singer-Songwriter
Meek Mill,Trap/East Coast Hip Hop/Pop Rap
MUNA,Synthpop/Pop Rock/Indie Pop
MRLD,Not Found
MOTORHEAD -,Heavy Metal/Hard Rock/Television Music
Lil Peep,Emo Rap/Cloud Rap/Trap
Lil Lo,Not Found
Lil Keed,Trap/Southern Hip Hop
Lil Dicky,Comedy Rap/Trap/Pop Rap
Lightspeed Champion,Indie Pop/Singer-Songwriter/Chamber Pop
Lightning Bug,Dream Pop/Shoegaze
Life's Question,Metalcore
Life in Sweatpants,Indietronica
Life Without Buildings,Indie Rock
Life,Not Found
Lianne La Havas,Pop Soul/Neo-Soul/Singer-Songwriter
Liam Kazar,Not Found
Leyla McCalla,Acoustic Blues/American Folk Music
Ley Alejandro,Not Found
Lewis Del Mar,Art Pop/Indie Rock/Folktronica
Leven Kali,Contemporary R&B/Neo-Soul
Lester Young,Jazz/Swing/Bebop
Les Misérables Cast,Not Found
Lil Mz. 313,Not Found
Lil Wayne,Southern Hip Hop/Pop Rap/Gangsta Rap
Liza Anne,Indie Rock/Indie Folk/Indie Pop
"Lilacs.,Lizzy McAlpine",Singer-Songwriter/Indie Folk/Alt-Pop
Live Wire,Not Found
Little Teeth,Freak Folk
Little Richard & Don Covay,Rock & Roll/Rhythm & Blues/Funk
Little Mix,Dance-Pop/Contemporary R&B/Electropop
Little Eva,Girl Group/Brill Building/Rhythm & Blues
Little Dragon,Art Pop/Electropop/Nu-Disco
Lisa Prank,Not Found
Lis Sarroca,Deep House
Lipps Inc.,Electro-Disco/Disco/Pop Soul
Lion of Judah,Ragga Jungle
Lindstrøm & Christabelle,Nu-Disco/Space Disco/Electro-Disco
Lindsey Lomis,Not Found
Linda Perhacs,Psychedelic Folk/Singer-Songwriter
Linda Ballentine,Ragga/Dancehall
Limoblaze,Not Found
Lime Cordiale,Indie Pop
"Lillias White, Cheryl Freeman, LaChanze, Roz Ryan, Vaneese Thomas & Tawatha Agee",Not Found
Les Choc Stars du Zaire,Soukous
Leroy Anderson,Pops Orchestra/Christmas Music/Tango
Leonard Cohen,Singer-Songwriter/Contemporary Folk/Sophisti-Pop
Leon Thomas,Vocal Jazz
Lavender Country,Not Found
Laurie Anderson,Art Pop/Electronic/Experimental
Laurence Guy,Deep House/Outsider House
Laurel Halo,Techno/Ambient/IDM
Lauran Hibberd,Power Pop
Laura Zocca,Art Pop/Electronic/Experimental
Laura Marling,Singer-Songwriter/Contemporary Folk/Indie Folk
Laura Les,Twee Pop/Slacker Rock/Jangle Pop
Launder,Dream Pop/Shoegaze
"Laufey, dodie",Not Found
Las Ketchup,Flamenco Pop/Europop
Larry Verne,Novelty
Larry Jon Wilson,Country Soul/Outlaw Country/Singer-Songwriter
Larkins,Not Found
Largo,Not Found
Laraaji,New Age/Ambient
Langston & French,Not Found
Lawrence,Not Found
Le Babar,Not Found
Le Futur Pompiste,Indie Pop/Chamber Pop
Lee Morgan,Hard Bop/Jazz/Post-Bop
Leon Bridges,Southern Soul/Smooth Soul/Neo-Soul
Leo Dan,Cancion melodica
Lenka,Indie Pop/Pop/Bubblegum
Leif Ove Andsnes & Mahler Chamber Orchestra,Romanticism/Western Classical Music/Classical Period
Legião Urbana,Alternative Rock/Post-Punk/Jangle Pop
"Left at London, Dominique ""SonicFox"" McLean, SungWon Cho",Alternative R&B/Neo-Soul
Left at London,Alternative R&B/Neo-Soul
Lee Gamble,IDM/Techno/Minimal Techno
Le Roxy Pro,Glam Rock/Art Rock/Pop Rock
Lee Cabrera,Not Found
Lecrae & Andy Mineo,Christian Hip Hop/Southern Hip Hop/Pop Rap
Leaving Records,Post-Punk/Punk Rock/Alternative Rock
Leah Dou,Indie Pop
League of Legends,Not Found
Lead Belly,Country Blues/Blues/Acoustic Blues
Lea Salonga & Brad Kane,OPM
Liz B,Pop Rock/Indie Rock/Singer-Songwriter
Liù,Tech House
MOTHXR,Not Found
M. Tosikaz,Nouvelle chanson francaise/Pop Rock/French Pop
Lynsey De Paul,Pop/Baroque Pop
Lyle Lovett & His Large Band,Progressive Country/Singer-Songwriter/Contemporary Country
Lvl1,Hip House/Slap House
Luxury In Deceit - Venom Vampires - Luxury In Deceit,Not Found
Luther Davis Group,Not Found
Lurk,Post-Hardcore
Luniz,West Coast Hip Hop
Lukey,Not Found
Luke Gibson,Singer-Songwriter/Contemporary Folk
Luke Combs,Contemporary Country/Country Pop
Luiz Bonfá,Bossa nova/Samba-cancao/Brazilian Classical Music
Luisito Rey Y Su Orquesta,Not Found
Luisito Ayala,Not Found
Luis Miguel,Latin Pop/Cancion melodica/Adult Contemporary
Luis Bacalov,Film Score/Spaghetti Western/Film Soundtrack
Luigi Ceccarelli,Not Found
Ludwig Göransson,Film Score/Television Music/Cinematic Classical
Lèmma Dèmissèw,Not Found
M.A.G.S.,Indie Rock
Loathe,Alternative Metal/Metalcore/Shoegaze
MAGIC!,Pop Reggae/Pop Rock/Dance-Pop
MOTHICA,Alternative Rock/Alt-Pop/Electropop
MOOND4WG,Not Found
MONSTERS FROM THE SURF -,Not Found
MONO,Not Found
MKTO,Dance-Pop/Pop
MIMIDEATH,Breakcore/Plunderphonics/Hardcore Breaks
MIKE WATT -,Not Found
"MICHELLE,Arlo Parks",Bedroom Pop/Indie Pop/Neo-Soul
MICHELLE,Contemporary R&B
MAXIMUM THE HORMONE,Alternative Metal/Television Music/Avant-Garde Metal
MAX,Not Found
MAUREEN TUCKER & FRIENDS -,Indie Rock/Garage Rock/Garage Punk
MARK E -,Nu-Disco/Deep House/House
MANUAL SCAN -,Mod Revival
MAN WITH A MISSION,J-Rock/Rap Rock/Pop Rock
MAMAMOO,Not Found
MAJORITY RULE -,Not Found
Ludwig A.F.,Breakbeat/Ambient Techno
Ludovico Einaudi,Modern Classical/Classical Crossover/Film Score
Lucky Twice,Bubblegum Dance/Europop
Lucid Express,Shoegaze
Los Iniciados,Minimal Wave/Minimal Synth
Los Hermanos,Indie Rock
Los Bunkers,Pop Rock/Alternative Rock/Garage Rock Revival
Lorna,Dream Pop
"Lorde,Chromeo",Electro-Disco/Funktronica/Synthpop
Loote,Electropop/Pop Rock
Loop,Not Found
Loods,Outsider House
Lonnie Mack,Blues Rock/Rhythm & Blues/Rock & Roll
Lonnie Johnson,Blues/Acoustic Blues/Piedmont Blues
Longhair,Not Found
London Festival Orchestra,Not Found
Loleatta Holloway,Disco/Soul/Philly Soul
Lola Amour,Not Found
Logic,Deep House/Garage House
Local H,Alternative Rock/Post-Grunge/Hard Rock
Lobby Boxer,Math Rock/Indie Rock
Los Peyotes,Garage Rock/Garage Rock Revival
Los Retros,Bedroom Pop/Indie Pop
Los Rtrwck de Elbert Moguel,Not Found
Love Spirals Downwards,Dream Pop/Ethereal Wave/Ambient Pop
Luce,Not Found
"Loyle Carner, Wesley Joseph & Athian Akec",Alternative R&B
Lowell,Synthpop
Loving Caliber,Not Found
Loving,Not Found
Loverboy,AOR/Pop Rock/Hard Rock
Love Tractor,Jangle Pop/Post-Punk
"Love Regenerator, Steve Lacy, Calvin Harris",Dance-Pop/Nu-Disco/Electro House
Los Saicos,Garage Rock/Proto-Punk
Louis Armstrong and His All Stars,Not Found
Louis Armstrong,Vocal Jazz/Dixieland/Jazz
Louie Ramirez Y Su Orquesta,Not Found
Loud Luxury,Slap House/Dance-Pop
Lou Ragland,Soul/Northern Soul
Lou Phelps,Not Found
Lost Boyz,East Coast Hip Hop/Boom Bap/Hardcore Hip Hop
"Misrak Mammo,Tchista Band",Not Found
Missing Persons,New Wave/Pop Rock/Synthpop
Mission of Burma,Post-Punk
Only Sun,Not Found
On Video,Not Found
On My Skin - SilentLie - Equilibrium,Not Found
Omniverse,Not Found
Omarion,Contemporary R&B/Pop Rap/Ratchet Music
Omah Lay,Afrobeats
Olivier Verhaeghe,Not Found
Olivia Dean,Not Found
"Oliver Leith,Matt Copson,Caroline Polachek,12 Ensemble",Not Found
Oliver Hazard,Not Found
Olde Pine,Midwest Emo
Old Crow Medicine Show,Old-Time/Bluegrass/Americana
Ola Strandh,Video Game Music
Ol' Dirty Bastard,East Coast Hip Hop/Hardcore Hip Hop/Instrumental Hip Hop
Okey Dokey,Not Found
Okean Elzy,Pop Rock/Acoustic Rock
Oh He Dead,Not Found
Ogbert the Nerd,Post-Hardcore/Midwest Emo/Emo
One More Change With You,Avant-Garde Jazz/Free Jazz
Oracle Sisters,Not Found
Otoboke Beaver,Hardcore Punk/Garage Punk/Japanese Hardcore
Orange Juice,Jangle Pop/Indie Pop/Post-Punk
Osunlade,Deep House
Oso Oso,Emo-Pop/Midwest Emo/Indie Rock
Oscar Lang,Not Found
Orrquesta Son Del Saman,Not Found
Orquesta la Solución,Not Found
Orquesta del Rey de Puerto Rico,Not Found
Orquesta Pérez Prado,Mambo/Latin Funk/Chachacho
Orquesta Internacional Los Niches,Not Found
Orquesta Gipsy,Not Found
Orlando Julius,Highlife/Soul/Afrobeat
Orgel Sound J-Pop,Not Found
Organ Tapes,Alternative R&B/Bedroom Pop/Ambient Pop
Orchid,Not Found
Orchestre Symphonique De Montreal & Charles Dutoit,Not Found
Orchester der Vereinigten Bühnen Wien,Not Found
Orchards,Indie Pop/Math Rock/Math Pop
Orangutang,Not Found
Offonoff,Alternative R&B
Of Montreal,Indie Pop/Psychedelic Pop/Neo-Psychedelia
Odie Leigh,Not Found
Odetta,Contemporary Folk/Blues/Gospel
Nosfell,Singer-Songwriter/Freak Folk
North Sea Radio Orchestra,Chamber Folk/Chamber Music/Progressive Folk
Norman Greenbaum,Folk Rock/Rock/Pop Rock
Nora Brown,Appalachian Folk Music
Nope,Not Found
Noname,Not Found
"Noizu,Disciples,MOYA",Not Found
Noche de Brujas,Not Found
Nobuo Ariga,Not Found
Noah Guy,Not Found
Noah Cyrus,Folk Pop/Alternative R&B/Electropop
NoSo,Dream Pop
NoMBe,Indie Pop
No Savage,Not Found
No Rome,Alternative R&B/2-Step/Alt-Pop
No Pressure,Pop Punk/Skate Punk/Emo-Pop
Nitty Gritty Dirt Band,Country Rock/Bluegrass/Traditional Country
Nosgov,Cloud Rap/Digicore/Trap
Not Agree,Alternative Rock
Nothing,Dark Ambient
ONUKA,Synthpop/Electropop/Art Pop
Odessa,Progressive Rock
Odeal,Not Found
October Country,Not Found
Octi & Wintercastle,Bop/Drill/Cloud Rap
Ocean Wisdom,UK Hip Hop
Ocean Alley,Psychedelic Rock/Indie Rock
ORSON WELLES W/ RAY CHARLES SINGERS & NICK PERITO ORCHESTRA -,Easy Listening/Vocal Group/Christmas Music
OMC,Dance-Pop/Pop Rock
Nothing But Thieves,Alternative Rock/Pop Rock/Hard Rock
ODESZA,Future Bass/Progressive House/Chillwave
Numcha,Not Found
Nuffer,Not Found
Nuclear Tomb,Thrash Metal/Crossover Thrash
Nowadays,Not Found
Novidade,Not Found
Nova Twins,Rap Rock/Industrial Rock
Otis The 3rd,Not Found
Otyken,Not Found
Niphkeys,Not Found
Patience & Prudence,Not Found
Pat Metheny,Jazz Fusion/Jazz/Film Score
Pat Carroll,Not Found
Pat Ament,Not Found
Pastel Ghost,Synthpop/Chillwave
Pasteboard,Not Found
Partner,Alternative Rock/Indie Rock
Part Time,Synthpop/Hypnagogic Pop
Parsley Sound,Psychedelic Pop/Indie Pop
Parov Stelar,Nu Jazz/Electro Swing/Trip Hop
